ID,Conference,Year,Authors,Item Title,Item DOI,URL,MSR,SA,Included?
224,ECSA,2011,Lakshitha de SilvaDharini Balasubramaniam,A Model for Specifying Rationale Using an Architecture Description Language,10.1007/978-3-642-23798-0_34,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_34,No,Yes,No
225,ECSA,2011,Novia AdmodisastroGerald Kotonya,An Architecture Analysis Approach for Supporting Black-Box Software Development,10.1007/978-3-642-23798-0_17,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_17,No,Yes,No
226,ECSA,2011,Lucas Bueno Ruas OliveiraElisa Yumi Nakagawa,A Service-Oriented Reference Architecture for Software Testing Tools,10.1007/978-3-642-23798-0_42,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_42,No,Yes,No
227,ECSA,2011,Elisa Yumi NakagawaPablo Oliveira AntoninoMartin Becker,Reference Architecture and Product Line Architecture: A Subtle But Critical Difference,10.1007/978-3-642-23798-0_22,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_22,No,Yes,No
228,ECSA,2011,Rafael CapillaOlaf ZimmermannUwe ZdunParis AvgeriouJochen M. KÅster,An Enhanced Architectural Knowledge Metamodel Linking Architectural Design Decisions to other Artifacts in the Software Engineering Lifecycle,10.1007/978-3-642-23798-0_33,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_33,No,Yes,No
229,ECSA,2011,Tahir Naseer QureshiDeJiu ChenHenrik LînnMartin Tîrngren,From EAST-ADL to AUTOSAR Software Architecture: A Mapping Scheme,10.1007/978-3-642-23798-0_35,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_35,No,Yes,No
230,ECSA,2011,Javier CuboErnesto Pimentel,DAMASCo: A Framework for the Automatic Composition of Component-Based and Service-Oriented Architectures,10.1007/978-3-642-23798-0_41,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_41,No,Yes,No
231,ECSA,2011,Marco MÅllerBenjamin KerstenMichael Goedicke,A Question-Based Method for Deriving Software Architectures,10.1007/978-3-642-23798-0_4,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_4,No,Yes,No
232,ECSA,2011,Constanze DeitersAndreas Rausch,A Constructive Approach to Compositional Architecture Design,10.1007/978-3-642-23798-0_8,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_8,No,Yes,No
233,ECSA,2011,Klaas-Jan StolParis AvgeriouMuhammad Ali Babar,Design and Evaluation of a Process for Identifying Architecture Patterns in Open Source Software,10.1007/978-3-642-23798-0_15,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_15,No,Yes,No
234,ECSA,2011,Eiji Adachi BarbosaThais BatistaAlessandro GarciaEduardo Silva,PL-AspectualACME: An Aspect-Oriented Architectural Description Language for Software Product Lines,10.1007/978-3-642-23798-0_14,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_14,No,Yes,No
235,ECSA,2011,Azadeh AlebrahimDenis HateburMaritta Heisel,Towards Systematic Integration of Quality Requirements into Software Architecture,10.1007/978-3-642-23798-0_2,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_2,No,Yes,No
236,ECSA,2011,Tobias BrÅckmannVolker GruhnMax Pfeiffer,Towards Real-Time Monitoring and Controlling of Enterprise Architectures Using Business Software Control Centers,10.1007/978-3-642-23798-0_31,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_31,No,Yes,No
237,ECSA,2011,Matthias Naab,Enhancing Architecture Design Methods for Improved Flexibility in Long-Living Information Systems,10.1007/978-3-642-23798-0_19,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_19,No,Yes,No
238,ECSA,2011,Bojan OrlicIonut DavidRudolf H. MakJohan J. Lukkien,Dynamically Reconfigurable Resource-Aware Component Framework: Architecture and Concepts,10.1007/978-3-642-23798-0_23,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_23,No,Yes,No
239,ECSA,2011,Antonio C. Contieri JrGuilherme G. CorreiaThelma E. ColanziItana M. S. GimenesEdson A. Oliveira JrSandra FerrariPaulo C. MasieroAlessandro F. Garcia,Extending UML Components to Develop Software Product-Line Architectures: Lessons Learned,10.1007/978-3-642-23798-0_13,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_13,No,Yes,No
240,ECSA,2011,Andreas JohnsenPaul PetterssonKristina Lundqvist,An Architecture-Based Verification Technique for AADL Specifications,10.1007/978-3-642-23798-0_11,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_11,No,Yes,No
241,ECSA,2011,Nadia GamezLidia FuentesMiguel A. AragÅez,Autonomic Computing Driven by Feature Models and Architecture in FamiWare,10.1007/978-3-642-23798-0_16,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_16,No,Yes,No
242,ECSA,2011,Mathieu AcherAnthony ClevePhilippe ColletPhilippe MerleLaurence DuchienPhilippe Lahire,Reverse Engineering Architectural Feature Models,10.1007/978-3-642-23798-0_25,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_25,No,Yes,No
243,ECSA,2011,Josef AdersbergerMichael Philippsen,ReflexML: UML-Based Architecture-to-Code Traceability and Consistency Checking,10.1007/978-3-642-23798-0_37,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_37,No,Yes,No
244,ECSA,2011,Robert D?browskiKrzysztof StencelGrzegorz Timoszuk,Software Is a Directed Multigraph,10.1007/978-3-642-23798-0_38,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_38,No,Yes,No
245,ECSA,2011,Chouki TibermacineTarek Zernadji,Supervising the Evolution of Web Service Orchestrations Using Quality Requirements,10.1007/978-3-642-23798-0_1,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_1,No,Yes,No
246,ECSA,2011,Elif DemirliBedir Tekinerdogan,Software Language Engineering of Architectural Viewpoints,10.1007/978-3-642-23798-0_36,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_36,No,Yes,No
247,ECSA,2011,Robert von MassowAndrÇ van HoornWilhelm Hasselbring,Performance Simulation of Runtime Reconfigurable Component-Based Software Architectures,10.1007/978-3-642-23798-0_5,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_5,No,Yes,No
248,ECSA,2011,Paulo CasanovaBradley SchmerlDavid GarlanRui Abreu,Architecture-Based Run-Time Fault Diagnosis,10.1007/978-3-642-23798-0_29,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_29,No,Yes,No
249,ECSA,2011,Elena NavarroCarlos E. CuestaDewayne E. PerryCristina Roda,Using Model Transformation Techniques for the Superimposition of Architectural Styles,10.1007/978-3-642-23798-0_40,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_40,No,Yes,No
250,ECSA,2011,Damian Andrew TamburriPatricia Lago,Supporting Communication and Cooperation in Global Software Development with Agile Service Networks,10.1007/978-3-642-23798-0_26,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_26,No,Yes,No
251,ECSA,2011,Jakob Axelsson,On How to Deal with Uncertainty When Architecting Embedded Software and Systems,10.1007/978-3-642-23798-0_20,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_20,No,Yes,No
252,ECSA,2011,Shouki A. EbadMoataz Ahmed,Software Packaging Approaches ?A Comparison Framework,10.1007/978-3-642-23798-0_44,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_44,No,Yes,No
253,ECSA,2011,Leonardo P. TizzeiCec°lia M. F. Rubira,Aspect-Connectors to Support the Evolution of Component-Based Product Line Architectures: A Comparative Study,10.1007/978-3-642-23798-0_6,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_6,No,Yes,No
254,ECSA,2011,Bedir TekinerdoganHasan Sîzer,Defining Architectural Viewpoints for Quality Concerns,10.1007/978-3-642-23798-0_3,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_3,No,Yes,No
255,ECSA,2011,Guglielmo LulliRaffaela MirandolaPasqualina PotenaClaudia Raibulet,Resource Management in the Air Traffic Domain,10.1007/978-3-642-23798-0_10,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_10,No,Yes,No
256,ECSA,2011,Jens EhlersWilhelm Hasselbring,A Self-adaptive Monitoring Framework for Component-Based Software Systems,10.1007/978-3-642-23798-0_30,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_30,No,Yes,No
257,ECSA,2011,Martin RytterBo N?rregaard J?rgensen,Decouplink: Dynamic Links for Java,10.1007/978-3-642-23798-0_43,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_43,No,Yes,No
258,ECSA,2011,Fatma KrichenBrahim HamidBechir ZalilaMohamed Jmaiel,Towards a Model-Based Approach for Reconfigurable DRE Systems,10.1007/978-3-642-23798-0_32,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_32,No,Yes,No
259,ECSA,2011,Daniel Schulte,Web-Scale Human Task Management,10.1007/978-3-642-23798-0_18,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_18,No,Yes,No
260,ECSA,2011,Dan TofanMatthias GalsterParis Avgeriou,Reducing Architectural Knowledge Vaporization by Applying the Repertory Grid Technique,10.1007/978-3-642-23798-0_27,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_27,No,Yes,No
261,ECSA,2011,Selim CiraciHasan SîzerMehmet Aksit,Guiding Architects in Selecting Architectural Evolution Alternatives,10.1007/978-3-642-23798-0_28,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_28,No,Yes,No
262,ECSA,2011,Oscar M. PereiraRui L. AguiarMaribel Yasmina Santos,A Reusable Business Tier Component with a Single Wide Range Static Interface,10.1007/978-3-642-23798-0_24,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_24,No,Yes,No
263,ECSA,2011,Vishal DwivediPerla Velasco-ElizondoJose Maria FernandesDavid GarlanBradley Schmerl,An Architectural Approach to End User Orchestrations,10.1007/978-3-642-23798-0_39,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_39,No,Yes,No
264,ECSA,2011,Anu PurhonenSakari Stenudd,Runtime Performance Management of Information Broker-Based Adaptive Applications,10.1007/978-3-642-23798-0_21,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_21,No,Yes,No
265,ECSA,2011,Lazhar HamelMohamed GraietMourad KmimechMohamed Tahar BhiriWalid Gaaloul,Verifying Composite Service Transactional Behavior with EVENT-B,10.1007/978-3-642-23798-0_7,http://link.springer.com/chapter/10.1007/978-3-642-23798-0_7,No,Yes,No
266,ECSA,2010,Widura SchwittekStefan Eicker,Communicating Architectural Knowledge: Requirements for Software Architecture Knowledge Management Tools,10.1007/978-3-642-15114-9_41,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_41,No,Yes,No
267,ECSA,2010,Jennifer PÇrezJessica D°azJuan GarbajosaPedro P. Alarc¢n,Flexible Working Architectures: Agile Architecting Using PPCs,10.1007/978-3-642-15114-9_10,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_10,No,Yes,No
268,ECSA,2010,Sjaak BrinkkemperStella Pachidi,Functional Architecture Modeling for the Software Product Industry,10.1007/978-3-642-15114-9_16,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_16,No,Yes,No
269,ECSA,2010,Roberto E. Lopez-HerrejonAlexander Egyed,On the Need of Safe Software Product Line Architectures,10.1007/978-3-642-15114-9_48,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_48,No,Yes,No
270,ECSA,2010,Sylvain ChardignyAbdelhak Seriai,Software Architecture Recovery Process Based on Object-Oriented Source Code and Documentation,10.1007/978-3-642-15114-9_35,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_35,Yes,Yes,Yes
271,ECSA,2010,Jan Bosch,Architecture in the Age of Compositionality,10.1007/978-3-642-15114-9_1,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_1,No,Yes,No
272,ECSA,2010,Chouki TibermacineChristophe DonySalah SadouLuc Fabresse,"Software Architecture Constraints as Customizable, Reusable and Composable Entities",10.1007/978-3-642-15114-9_51,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_51,No,Yes,No
273,ECSA,2010,Andrzej ZalewskiSzymon Kijas,Architecture Decision-Making in Support of Complexity Control,10.1007/978-3-642-15114-9_50,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_50,No,Yes,No
274,ECSA,2010,Uwe van HeeschParis Avgeriou,Naive Architecting - Understanding the Reasoning Process of Students,10.1007/978-3-642-15114-9_5,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_5,No,Yes,No
275,ECSA,2010,Chung-Horng LungBalasangar BalasubramaniamKamalachelva SelvarajahPoopalasinkam ElankeswaranUmatharan Gopalasundaram,Towards Architecture-Centric Software Generation,10.1007/978-3-642-15114-9_6,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_6,No,Yes,No
276,ECSA,2010,Rainer WeinreichGeorg Buchgeher,Integrating Requirements and Design Decisions in Architecture Representation,10.1007/978-3-642-15114-9_9,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_9,No,Yes,No
277,ECSA,2010,Huaxi (Yulin) ZhangChristelle UrtadoSylvain Vauttier,Architecture-Centric Component-Based Development Needs a Three-Level ADL,10.1007/978-3-642-15114-9_22,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_22,No,Yes,No
278,ECSA,2010,Veli-Pekka ElorantaKai Koskimies,Using Domain Knowledge to Boost Software Architecture Evaluation,10.1007/978-3-642-15114-9_24,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_24,No,Yes,No
279,ECSA,2010,Ulrik EklundThomas Arts,A Classification of Value for Software Architecture Decisions,10.1007/978-3-642-15114-9_30,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_30,No,Yes,No
280,ECSA,2010,Carlos ParraAnthony CleveXavier BlancLaurence Duchien,Feature-Based Composition of Software Architectures,10.1007/978-3-642-15114-9_18,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_18,No,Yes,No
281,ECSA,2010,Stephan BodeMatthias Riebisch,Impact Evaluation for Quality-Oriented Architectural Decisions regarding Evolvability,10.1007/978-3-642-15114-9_15,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_15,No,Yes,No
282,ECSA,2010,Claus Pahl,Dynamic Adaptive Service Architecture ? Towards Coordinated Service Composition,10.1007/978-3-642-15114-9_43,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_43,No,Yes,No
283,ECSA,2010,Rami Bahsoon,A Framework for Dynamic Self-optimization of Power and Dependability Requirements in Green Cloud Architectures,10.1007/978-3-642-15114-9_52,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_52,No,Yes,No
284,ECSA,2010,Lucas Bueno Ruas de OliveiraKatia Romero FelizardoDaniel FeitosaElisa Yumi Nakagawa,Reference Models and Reference Architectures Based on Service-Oriented Architecture: A Systematic Review,10.1007/978-3-642-15114-9_29,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_29,No,Yes,No
285,ECSA,2010,Riccardo ScandariatoKoen BuyensWouter Joosen,Automated Detection of Least Privilege Violations in Software Architectures,10.1007/978-3-642-15114-9_13,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_13,No,Yes,No
286,ECSA,2010,Ville ReijonenJohannes KoskinenIlkka Haikala,Experiences from Scenario-Based Architecture Evaluations with ATAM,10.1007/978-3-642-15114-9_17,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_17,No,Yes,No
287,ECSA,2010,Henrik Bërbak ChristensenKlaus Marius HansenBo Lindstr?m,Lightweight and Continuous Architectural Software Quality Assurance Using the aSQA Technique,10.1007/978-3-642-15114-9_11,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_11,No,Yes,No
288,ECSA,2010,Davide Di RuscioIvano MalavoltaHenry MucciniPatrizio PelliccioneAlfonso Pierantonio,ByADL: An MDE Framework for Building Extensible Architecture Description Languages,10.1007/978-3-642-15114-9_56,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_56,No,Yes,No
289,ECSA,2010,Juliana SaraivaSÇrgio SoaresFernando Castor,Assessing the Impact of AOSD on Layered Software Architectures,10.1007/978-3-642-15114-9_27,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_27,No,Yes,No
290,ECSA,2010,JosÇ Luiz FiadeiroAnt¢nia Lopes,A Model for Dynamic Reconfiguration in Service-Oriented Architectures,10.1007/978-3-642-15114-9_8,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_8,No,Yes,No
291,ECSA,2010,Patrick KînemannOlaf Zimmermann,Linking Design Decisions to Design Models in Model-Based Software Development,10.1007/978-3-642-15114-9_19,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_19,No,Yes,No
292,ECSA,2010,Guoxin SuMingsheng YingChengqi Zhang,An ADL-Approach to Specifying and Analyzing Centralized-Mode Architectural Connection,10.1007/978-3-642-15114-9_4,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_4,No,Yes,No
293,ECSA,2010,HervÇ VerjusSorana CåmpanAzadeh RazavizadehStÇphane Ducasse,BeeEye: A Framework for Constructing Architectural Views,10.1007/978-3-642-15114-9_31,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_31,No,Yes,No
294,ECSA,2010,An Phung-KhacJean-Marie GilliotMaria-Teresa SegarraAntoine BeugnardEveline KaborÇ,Modelling Changes and Data Transfers for Architecture-Based Runtime Evolution of Distributed Applications,10.1007/978-3-642-15114-9_33,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_33,No,Yes,No
295,ECSA,2010,Juha SavolainenJuha KuuselaTomi MÑnnistîAki Nyyssînen,Experiences in Making Architectural Decisions during the Development of a New Base Station Platform,10.1007/978-3-642-15114-9_37,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_37,No,Yes,No
296,ECSA,2010,Adel AltiAbdellah BoukerramPhilippe Roose,Context-Aware Quality Model Driven Approach: A New Approach for Quality Control in Pervasive Computing Environments,10.1007/978-3-642-15114-9_39,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_39,No,Yes,No
297,ECSA,2010,Javier BerrocalJosÇ Garc°a-AlonsoJuan Manuel Murillo,Facilitating the Selection of Architectural Patterns by Means of a Marked Requirements Model,10.1007/978-3-642-15114-9_32,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_32,No,Yes,No
298,ECSA,2010,Philippe Kruchten,Where Did All This Good Architectural Knowledge Go?,10.1007/978-3-642-15114-9_2,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_2,No,Yes,No
299,ECSA,2010,Ana Ivanovi?Pierre America,Customer Value in Architecture Decision Making,10.1007/978-3-642-15114-9_20,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_20,No,Yes,No
300,ECSA,2010,Diego BerniniFrancesco Tisato,Explaining Architectural Choices to Non-architects,10.1007/978-3-642-15114-9_28,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_28,No,Yes,No
301,ECSA,2010,Diego SaraivaLucas PereiraThais BatistaFl†via C. DelicatoPaulo F. PiresUir† KuleszaRodrigo Ara£joT†ssia FreitasSindolfo MirandaAna Liz SoutoRoberta Coelho,Architecting a Model-Driven Aspect-Oriented Product Line for a Digital TV Middleware: A Refactoring Experience,10.1007/978-3-642-15114-9_14,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_14,No,Yes,No
302,ECSA,2010,Ahmad Waqas KamalParis Avgeriou,Mining Relationships between the Participants of Architectural Patterns,10.1007/978-3-642-15114-9_34,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_34,Yes,Yes,Yes
303,ECSA,2010,Mads Schaarup AndersenHenrik Bërbak Christensen,Identity Management Mismatch Challenges in the Danish Municipality Administration System,10.1007/978-3-642-15114-9_44,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_44,No,Yes,No
304,ECSA,2010,Ankit AhujaJacques SimoninRÇmi Nedelec,MDA Tool for Telecom Service Functional Design,10.1007/978-3-642-15114-9_54,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_54,No,Yes,No
305,ECSA,2010,Suronapee PhoomvuthisarnYan LiuLiming Zhu,An Architectural Approach to Composing Reputation-Based Distributed Services,10.1007/978-3-642-15114-9_12,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_12,No,Yes,No
306,ECSA,2010,Arvind W. KiwelekarRushikesh K. Joshi,Ontological Analysis for Generating Baseline Architectural Descriptions,10.1007/978-3-642-15114-9_36,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_36,No,Yes,No
307,ECSA,2010,Jose JohnMingXue WangClaus Pahl,Dynamic Architectural Constraints Monitoring and Reconfiguration in Service Architectures,10.1007/978-3-642-15114-9_23,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_23,No,Yes,No
308,ECSA,2010,Jim Webber,REST in Practice,10.1007/978-3-642-15114-9_3,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_3,No,Yes,No
309,ECSA,2010,Romina SpalazzesePaola Inverardi,Mediating Connector Patterns for Components Interoperability,10.1007/978-3-642-15114-9_26,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_26,No,Yes,No
310,ECSA,2010,Naeem EsfahaniSam Malek,On the Role of Architectural Styles in Improving the Adaptation Support of Middleware Platforms,10.1007/978-3-642-15114-9_38,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_38,No,Yes,No
311,ECSA,2010,Tobias BrÅckmannVolker Gruhn,An Architectural Blueprint for Model Driven Development and Maintenance of Business Logic for Information Systems,10.1007/978-3-642-15114-9_7,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_7,No,Yes,No
312,ECSA,2010,Sihem LoukilSlim KallelBechir ZalilaMohamed Jmaiel,Toward an Aspect Oriented ADL for Embedded Systems,10.1007/978-3-642-15114-9_47,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_47,No,Yes,No
313,ECSA,2010,Martin RytterBo N?rregaard J?rgensen,Independently Extensibile Contexts,10.1007/978-3-642-15114-9_25,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_25,No,Yes,No
314,ECSA,2010,R. Bashroush,A NUI Based Multiple Perspective Variability Modeling CASE Tool,10.1007/978-3-642-15114-9_55,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_55,No,Yes,No
315,ECSA,2010,Asta KrupaviciuteJocelyne Fayn,Expert Activities Automation through Enhanced Business Services Orchestration,10.1007/978-3-642-15114-9_49,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_49,No,Yes,No
316,ECSA,2010,Anthony Hock-koonMourad Oussalah,Many to Many Service Discovery: A First Approach,10.1007/978-3-642-15114-9_40,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_40,No,Yes,No
317,ECSA,2010,Anthony Hock-koonMourad Oussalah,Specifying Loose Coupling from Existing Service Composition Approaches,10.1007/978-3-642-15114-9_42,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_42,No,Yes,No
318,ECSA,2010,Najla Hadj KacemAhmed Hadj KacemKhalil Drira,A Formal Approach to Enforcing Consistency in Self-adaptive Systems,10.1007/978-3-642-15114-9_21,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_21,No,Yes,No
319,ECSA,2010,Antinisca Di MarcoFrancesco GalloPaola InverardiRodolfo Ippoliti,Learning from the Cell Life-Cycle: A Self-adaptive Paradigm,10.1007/978-3-642-15114-9_46,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_46,No,Yes,No
320,ECSA,2010,Chouki TibermacineMohamed Lamine Kerdoudi,From Web Components to Web Services: Opening Development for Third Parties,10.1007/978-3-642-15114-9_45,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_45,No,Yes,No
321,ECSA,2010,Arvind W. KiwelekarRushikesh K. Joshi,Identifying Architectural Connectors through Formal Concept Analysis of Communication Primitives,10.1007/978-3-642-15114-9_53,http://link.springer.com/chapter/10.1007/978-3-642-15114-9_53,No,Yes,No
322,ECSA,2008,Banani RoyT. C. Nicholas Graham,An Iterative Framework for Software Architecture Recovery: An Experience Report,10.1007/978-3-540-88030-1_16,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_16,Yes,Yes,Yes
323,ECSA,2008,Ricardo TerraMarco Tulio de Oliveira Valente,Towards a Dependency Constraint Language to Manage Software Architectures,10.1007/978-3-540-88030-1_19,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_19,No,Yes,No
324,ECSA,2008,Antony TangFei-Ching KuoMan F. Lau,Towards Independent Software Architecture Review,10.1007/978-3-540-88030-1_25,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_25,No,Yes,No
325,ECSA,2008,Majid MakkiEbrahim BagheriAli A. Ghorbani,Automating Architecture Trade-Off Decision Making through a Complex Multi-attribute Decision Process,10.1007/978-3-540-88030-1_20,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_20,No,Yes,No
326,ECSA,2008,Colin Atkinson,Component-Oriented Verification of Software Architectures through Built-in Tests,10.1007/978-3-540-88030-1_2,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_2,No,Yes,No
327,ECSA,2008,Dewayne E. Perry,Issues in Architecture Evolution: Using Design Intent in Maintenance and Controlling Dynamic Evolution,10.1007/978-3-540-88030-1_1,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_1,No,Yes,No
328,ECSA,2008,Fabian GilsonVincent EnglebertRaimundas Matulevi?ius,A Large Scope Transformational Approach for Distributed Architecture Design,10.1007/978-3-540-88030-1_30,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_30,No,Yes,No
329,ECSA,2008,Elena NavarroCarlos E. Cuesta,Automating the Trace of Architectural Design Decisions and Rationales Using a MDD Approach,10.1007/978-3-540-88030-1_10,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_10,No,Yes,No
330,ECSA,2008,Chimäne FankamStÇphane JeanLadjel BellatrecheYamine Aãt-Ameur,Extending the ANSI/SPARC Architecture Database with Explicit Data Semantics: An Ontology-Based Approach,10.1007/978-3-540-88030-1_27,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_27,No,Yes,No
331,ECSA,2008,Samuil AngelovJos J. M. TrienekensPaul Grefen,Towards a Method for the Evaluation of Reference Architectures: Experiences from a Case,10.1007/978-3-540-88030-1_17,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_17,No,Yes,No
332,ECSA,2008,Crist¢bal Costa-SoriaJennifer PÇrezJosÇ Angel Cars°,Managing Dynamic Evolution of Architectural Types,10.1007/978-3-540-88030-1_22,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_22,No,Yes,No
333,ECSA,2008,Gerald Kotonya,An Architecture-Centric Development Environment for Black-Box Component-Based Systems,10.1007/978-3-540-88030-1_9,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_9,No,Yes,No
334,ECSA,2008,Rafael CapillaMuhammad Ali Babar,On the Role of Architectural Design Decisions in Software Product Line Engineering,10.1007/978-3-540-88030-1_18,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_18,No,Yes,No
335,ECSA,2008,Sylvain ChardignyAbdelhak SeriaiMourad OussalahDalila Tamzalit,Search-Based Extraction of Component-Based Architecture from Object-Oriented Systems,10.1007/978-3-540-88030-1_28,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_28,No,Yes,No
336,ECSA,2008,Bas van der RaadtSander SchoutenHans van Vliet,Stakeholder Perception of Enterprise Architecture,10.1007/978-3-540-88030-1_4,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_4,No,Yes,No
337,ECSA,2008,Martin AssmannGregor Engels,Transition to Service-Oriented Enterprise Architecture,10.1007/978-3-540-88030-1_34,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_34,No,Yes,No
338,ECSA,2008,Larix LeePhilippe Kruchten,Visualizing Software Architectural Design Decisions,10.1007/978-3-540-88030-1_37,http://link.springer.com/chapter/10.1007/978-3-540-88030-1_37,No,Yes,No
